FSA,mean_uranium,max_uranium
L9W,0.7146726754995493,0.9304263591766357
L9Y,0.5519044399261475,0.9527643322944641
L9Z,0.34273266792297363,0.5515797734260559
M1B,0.8869873285293579,0.9656089544296265
M1C,0.7846096158027649,0.7846096158027649
M1E,,
M1G,0.5937241911888123,0.5937241911888123
M1H,,
M1J,,
M1K,,
M1L,,
M1M,,
M1N,,
M1P,,
M1R,,
M1S,0.7992716431617737,0.8298438191413879
M1T,,
M1V,0.5240799188613892,0.5240799188613892
M1W,1.0101426839828491,1.0101426839828491
M1X,,
M2H,0.4565150737762451,0.4565150737762451
M2J,,
M2K,,
M2L,1.4791299104690552,1.4791299104690552
M2M,,
M2N,0.926588237285614,0.926588237285614
M2P,,
M2R,,
M3A,1.2095149755477905,1.2095149755477905
M3B,,
M3C,,
M3H,0.9035903811454773,0.9035903811454773
M3J,0.6852424144744873,0.8509448766708374
M3K,,
M3L,,
M3M,0.8056053519248962,0.8056053519248962
M3N,0.8276657462120056,0.8276657462120056
M4A,,
M4B,,
M4C,,
M4E,,
M4G,,
M4H,,
M4J,,
M4K,,
M4L,,
M4M,,
M4N,,
M4P,,
M4R,,
M4S,,
M4T,,
M4V,,
M4W,,
M4X,,
M4Y,,
M5A,,
M5B,,
M5C,,
M5E,,
M5G,,
M5H,,
M5J,,
M5M,,
M5N,,
M5P,,
M5R,,
M5S,,
M5T,,
M5V,,
M6A,,
M6B,,
M6C,,
M6E,,
M6G,,
M6H,,
M6J,,
M6K,,
M6L,,
M6M,,
M6N,,
M6P,,
M6R,,
M6S,,
M8V,,
M8W,,
M8X,,
M8Y,,
M8Z,,
M9A,,
M9B,,
M9C,,
M9L,,
M9M,,
M9N,,
M9P,,
M9R,,
M9V,,
M9W,,
N0A,0.7688856991854581,1.1681591272354126
N0B,0.7368984365821781,1.1531378030776978
N0C,0.7578910426089638,1.2745145559310913
N0E,0.556806232618249,1.0385578870773315
N0G,0.765868807099556,1.3398218154907227
N0H,0.6852608680725097,1.2666277885437012
N0J,0.65527099609375,1.0302547216415405
N0K,0.8597172007841223,1.257869005203247
N0L,0.6982386969273386,1.5552490949630737
N0M,0.803315193422379,1.4507845640182495
N0N,1.3468636818302488,3.4092109203338623
N0P,1.5073171644354586,3.321655750274658
N0R,1.439204268022017,2.2955212593078613
N1A,0.6257557074228922,0.9738380312919617
N1C,,
N1E,0.7457172870635986,0.7457172870635986
N1G,0.6145220398902893,0.6145220398902893
N1H,0.6890297669630784,0.8664858341217041
N1K,0.7214325070381165,0.7214325070381165
N1L,0.7633494138717651,0.7914336323738098
N1M,0.6833504268101284,0.8327416181564331
N1P,,
N1R,0.731480598449707,0.9411817193031311
N1S,,
N1T,0.5119680166244507,0.5532268285751343
N2A,0.6166660189628601,0.6166660189628601
N2B,,
N2C,0.8465257287025452,0.8465257287025452
N2E,0.6314650177955627,0.6314650177955627
N2G,,
N2H,0.42170438170433044,0.42170438170433044
N2J,0.5945562521616617,0.72600257396698
N2K,0.64190673828125,0.8445722460746765
N2L,0.6969000697135925,0.6969000697135925
N2M,,
N2N,0.9397547841072083,0.9397547841072083
N2P,0.6249463558197021,0.7437915802001953
N2R,0.6342816948890686,0.6342816948890686
N2T,0.6704493165016174,0.6704493165016174
N2V,0.6428061723709106,0.6428061723709106
N2Z,0.6412751197814941,1.0998311042785645
N3A,0.7099747657775879,0.9379416704177856
N3B,0.6629765033721924,0.8757662773132324
N3C,0.6398874918619791,0.7079555988311768
N3E,0.6340651512145996,0.6340651512145996
N3H,0.5428256988525391,0.6589522361755371
N3L,0.772255367702908,0.9282351136207581
N3P,,
N3R,0.898182213306427,0.898182213306427
N3S,0.7926595211029053,0.7926595211029053
N3T,0.868177958897182,1.2569246292114258
N3V,,
N3W,0.9955822626749674,1.1805377006530762
N3Y,0.5386966358531605,0.9336700439453125
N4B,0.5617901802062988,0.7175000309944153
N4G,0.6898492574691772,0.9277135133743286
N4K,0.7344987733023507,1.1508530378341675
N4L,0.836762177316766,1.1375542879104614
N4N,0.6285270777615634,0.8255661129951477
N4S,0.7244222640991211,1.103092908859253
N4T,,
N4V,0.693388819694519,0.693388819694519
N4W,0.7844269540574815,1.0041112899780273
N4X,0.8261584406313689,1.0782475471496582
N4Z,,
N5A,0.7908402681350708,0.9171553254127502
N5C,0.7349838256835938,0.9585871696472168
N5H,0.5775333245595297,0.9685080051422119
N5L,0.6407286723454794,1.0111359357833862
N5P,0.7381975173950195,0.9169802069664001
N5R,0.7836891810099283,0.8960699439048767
N5V,0.6725918451944987,0.8096597790718079
N5W,0.6365206241607666,0.6365206241607666
N5X,0.7450998624165853,0.8275026679039001
N5Y,,
N5Z,0.2845537066459656,0.2845537066459656
N6A,0.8800559639930725,0.8800559639930725
N6B,,
N6C,,
N6E,0.6151345372200012,0.7427238821983337
N6G,0.8917434215545654,0.8917434215545654
N6H,0.7911979556083679,0.9219437837600708
N6J,0.7522224187850952,0.7984265089035034
N6K,0.6604080200195312,0.7003645300865173
N6L,0.6950394511222839,0.8397119045257568
N6M,0.7732551097869873,0.82417231798172
N6N,0.7487830519676208,0.8284849524497986
N6P,0.7458240985870361,0.8751264810562134
N7A,0.7037734551863237,1.0040348768234253
N7G,0.7660546022302964,1.2492589950561523
N7L,,
N7M,1.0440907685653023,1.495382308959961
N7S,,
N7T,0.8751237127516005,1.1325929164886475
N7V,0.6350098252296448,0.6350098252296448
N7W,0.8487274646759033,0.8487274646759033
N7X,0.5126551985740662,0.5126551985740662
N8A,1.490010420481364,2.79774808883667
N8H,0.7389857348273782,1.9261786937713623
N8M,1.7807780045729418,2.0336549282073975
N8N,1.1552143096923828,1.6153967380523682
N8P,0.7675536274909973,0.7675536274909973
N8R,,
N8S,0.5873057246208191,0.5873057246208191
N8T,1.1240321397781372,1.1240321397781372
N8V,,
N8W,2.352569341659546,2.352569341659546
N8X,,
N8Y,,
N9A,1.5307011604309082,1.7268238067626953
N9B,,
N9C,1.334804892539978,1.334804892539978
N9E,1.4717711210250854,1.8816897869110107
N9G,,
N9H,1.3417959213256836,1.4218233823776245
N9J,1.404244105021159,2.1994850635528564
N9K,,
N9V,1.6758488246372767,2.414639711380005
N9Y,1.5137241681416829,2.049302816390991
P0A,0.5372168418088573,1.151516079902649
P0B,0.40110028376344775,0.6591176390647888
P0C,0.39723855723505436,1.0863847732543945
P0E,0.4687131952356409,0.7064772844314575
P0G,0.5708266171542081,1.2219513654708862
P0H,0.5203581797051754,1.2733550071716309
P0J,0.5957838232512802,1.2681776285171509
P0K,0.37091418764546824,1.4070459604263306
P0L,0.29274623454980864,1.0568729639053345
P0M,0.6004368385944283,3.9561069011688232
P0N,0.29569582731827443,0.62123042345047
P0P,0.8907202044103899,3.3395493030548096
P0R,1.1482773542085007,3.4095585346221924
P0S,0.581438450234804,2.7808055877685547
P0T,0.6012807062340179,4.222951889038086
P0V,0.5162189010456547,3.1842799186706543
P0W,0.5493321234576181,1.1953113079071045
P0X,0.78899454833499,4.360073089599609
P0Y,0.9424013561672635,1.8020659685134888
P1A,0.48625593185424804,0.5833299160003662
P1B,0.22964708266719694,0.7480033040046692
P1C,,
P1H,0.5126419427259913,0.6491630673408508
P1L,0.4480035254295836,0.6421610116958618
P1P,0.4248990331377302,0.5971919298171997
P2A,0.41659556349662885,1.1172648668289185
P2B,0.2533101717631022,0.4192444086074829
P2N,0.24441636933220756,0.5115362405776978
P3A,0.7551244497299194,0.9530459642410278
P3B,0.738183319568634,0.738183319568634
P3C,2.0157971382141113,2.0157971382141113
P3E,0.8586991001182879,2.7186126708984375
P3G,1.070172119140625,1.8689247369766235
P3L,0.6657559606764052,0.8198214173316956
P3N,0.7567412257194519,1.037265658378601
P3P,0.913821520124163,1.9815237522125244
P3Y,1.1086066790989466,1.4706296920776367
P4N,0.33856627520392923,0.6010122299194336
P4P,0.34765565395355225,0.34765565395355225
P4R,,
P5A,2.1984925446686923,13.279845237731934
P5E,0.6319819688796997,1.1520997285842896
P5N,,
P6A,0.6083224781772547,1.820470929145813
P6B,0.8130725622177124,0.8568316698074341
P6C,0.786369264125824,0.786369264125824
P7A,0.7822461128234863,0.8402246236801147
P7B,0.706181605370036,1.9840524196624756
P7C,0.6919143994649252,1.0213268995285034
P7E,0.5574839115142822,0.5574839115142822
P7G,0.7518400045541617,0.9693661332130432
P7J,0.6587816539563631,1.161581039428711
P7K,0.7717108130455017,0.7717108130455017
P7L,0.8916556803385417,1.6386059522628784
P8N,0.4596992049377628,0.9383212327957153
P8T,0.4130783727613546,0.6742426753044128
P9A,0.6348542785644531,1.0658589601516724
P9N,0.8349955435574911,1.877699851989746
R0A,0.8209257391255508,2.478262424468994
R0B,0.7372513916551379,5.590224742889404
R0C,0.7775112597348186,2.3555352687835693
R0E,0.8686696650922578,4.69291353225708
R0G,1.5760458969488376,3.0104691982269287
R0H,1.1745547419009001,2.5976967811584473
R0J,1.322389710624263,2.4795591831207275
R0K,1.315641536269077,2.4737119674682617
R0L,0.9331263846781717,3.257798194885254
R0M,1.2940065984856592,2.217520236968994
R1A,1.5811022244966948,2.269035577774048
R1B,,
R1N,1.1661822190925257,2.2144064903259277
R2C,1.6023927688598634,2.187734603881836
R2E,1.5789858102798462,1.7263931035995483
R2G,,
R2H,,
R2J,,
R2K,,
R2L,,
R2M,,
R2N,1.7474608421325684,1.8686236143112183
R2P,2.0859413146972656,2.0859413146972656
R2R,1.4793813228607178,1.4793813228607178
R2V,1.6978389024734497,1.7512667179107666
R2W,,
R2X,,
R2Y,,
R3A,,
R3B,,
R3C,1.7748595151034268,2.2506139278411865
R3E,,
R3G,,
R3H,,
R3J,,
R3K,1.8185206651687622,1.8185206651687622
R3L,,
R3M,,
R3N,,
R3P,,
R3R,,
R3S,,
R3T,,
R3V,1.8461616039276123,1.8461616039276123
R3W,1.3837794065475464,1.3837794065475464
R3X,1.7281222343444824,1.7281222343444824
R3Y,,
R4A,1.8118947744369507,1.9799058437347412
R4H,1.7804425954818726,1.8898367881774902
R4J,1.597320556640625,1.619856595993042
R4K,1.6425388881138392,1.9492026567459106
R4L,1.3214178085327148,1.503477692604065
R5A,1.8172610998153687,2.018716812133789
R5G,0.951052188873291,1.2637743949890137
R5H,0.9537413223930027,1.9927557706832886
R6M,1.893236796061198,3.6898436546325684
R6W,1.6331291198730469,2.266791582107544
R7A,1.272950429765005,1.8592183589935303
R7B,0.8224702477455139,0.8224702477455139
R7C,,
R7N,1.3330209520128038,2.914109468460083
R8A,0.8773528777801238,2.283217668533325
R8N,0.7868204677806181,1.2279701232910156
R9A,0.513877822413589,1.7206345796585083
S0A,1.3965433884008505,2.6307878494262695
S0C,1.3919715064745795,2.2778613567352295
S0E,1.0344940733412178,3.6814591884613037
S0G,1.4155345181503889,2.4351954460144043
S0H,1.5443289620535714,2.6323461532592773
S0J,0.7267258740280396,34.91561508178711
S0K,1.4670018552239974,2.292654037475586
S0L,1.5758953657575148,3.0486748218536377
S0M,0.9065206285481497,3.4101462364196777
S0N,1.4872670804928185,2.488852024078369
S0P,0.998631447007594,2.9551820755004883
S2V,1.8386062383651733,1.8386062383651733
S3N,1.3265838623046875,1.9672337770462036
S4A,1.4191131591796875,2.037034273147583
S4H,1.5754008293151855,2.036449670791626
S4L,1.3924541473388672,1.5830495357513428
S4N,1.3360345363616943,1.3360345363616943
S4P,1.4754698533278245,2.0648772716522217
S4R,1.0764718055725098,1.1930493116378784
S4S,1.2389088869094849,1.2389088869094849
S4T,1.35993230342865,1.4809330701828003
S4V,1.6250638961791992,1.6250638961791992
S4W,,
S4X,1.2604506015777588,1.5122053623199463
S4Y,,
S4Z,,
S6H,1.2971010208129883,1.6557399034500122
S6J,,
S6K,1.4476441144943237,1.839233160018921
S6V,0.7670338320634003,2.4218199253082275
S6W,,
S6X,,
S7H,1.9040659666061401,2.0901734828948975
S7J,,
S7K,1.5922619420239048,2.290584087371826
S7L,1.7506115436553955,1.7506115436553955
S7M,1.6595476865768433,1.6595476865768433
S7N,2.2309632301330566,2.2309632301330566
S7P,,
S7R,,
S7S,,
S7T,1.4622337341308593,1.6480664014816284
S7V,,
S7W,,
S9A,1.556662623087565,2.006709098815918
S9H,1.6579356781423908,2.7082419395446777
S9V,1.3386894025300677,2.2975728511810303
S9X,0.8064950182546977,1.5016236305236816
T0A,1.2331812965766842,2.9684412479400635
T0B,1.2537725924392935,2.810565233230591
T0C,1.2815653483072917,2.29335880279541
T0E,1.3129020750060563,3.849588632583618
T0G,1.4519960558092273,2.2261104583740234
T0H,0.7642283059336656,2.1942806243896484
T0J,1.4968510095253351,2.7704739570617676
T0K,1.481266865600744,4.944424629211426
T0L,1.5241620463709677,8.270231246948242
T0M,1.4573547928421586,4.38079833984375
T0P,0.8079184542880969,4.3901472091674805
T0V,0.29223665595054626,0.29223665595054626
T1A,1.4366624311967329,1.922332525253296
T1B,1.3931669853102993,1.905531406402588
T1C,1.1281483173370361,1.230802297592163
T1G,1.3805068969726562,1.9438735246658325
T1H,1.5600615739822388,1.5790886878967285
T1J,1.6112232208251953,1.999687910079956
T1K,1.6239562034606934,2.126863956451416
T1L,,
T1M,1.5753375053405763,2.1503663063049316
T1P,1.2388550805263832,1.7769733667373657
T1R,1.3043211660077494,2.0530028343200684
T1S,1.680786001271215,2.2473292350769043
T1V,1.4230464588512073,2.071424722671509
T1W,1.7233867645263672,3.5781805515289307
T1X,1.5260866950539982,1.807136058807373
T1Y,1.2281314134597778,1.2281314134597778
T2A,1.134933590888977,1.134933590888977
T2B,1.1141788959503174,1.1141788959503174
T2C,1.3135215441385906,1.4461802244186401
T2E,1.3592761357625325,1.4859733581542969
T2G,1.2071748971939087,1.2071748971939087
T2H,1.269754409790039,1.269754409790039
T2J,1.6066437827216253,2.1575722694396973
T2K,1.4366599321365356,1.5182780027389526
T2L,1.1998860836029053,1.2647439241409302
T2M,1.3434340159098308,1.4981694221496582
T2N,,
T2P,1.4816083174485426,1.6172029972076416
T2R,,
T2S,1.2189151048660278,1.2189151048660278
T2T,,
T2V,1.361364722251892,1.361364722251892
T2W,1.3299667358398437,1.7102006673812866
T2X,1.4485979080200195,1.4950838088989258
T2Y,1.537299633026123,1.6127699613571167
T2Z,1.5392605463663738,1.6041924953460693
T3A,1.4207484722137451,1.4207484722137451
T3B,1.1343339284261067,1.1490857601165771
T3C,1.3331564664840698,1.3331564664840698
T3E,1.2547386487325032,1.4001011848449707
T3G,1.4156687259674072,1.4156687259674072
T3H,1.1329691410064697,1.1809871196746826
T3J,1.1376872062683105,1.1376872062683105
T3K,1.520492672920227,1.6042017936706543
T3L,1.5675899187723796,1.7062573432922363
T3M,1.5653538703918457,1.5653538703918457
T3N,1.4144947528839111,1.4972494840621948
T3P,1.8384881019592285,1.8384881019592285
T3R,1.5540273984273274,1.8541771173477173
T3S,1.4818140665690105,1.5770809650421143
T3Z,1.3099333047866821,1.713557243347168
T4A,,
T4B,1.5262601447827888,2.1525678634643555
T4C,1.5158976850838497,2.6354479789733887
T4E,1.331913948059082,1.3699653148651123
T4G,1.3558147799584173,2.092287063598633
T4H,1.4721610873353248,1.9818496704101562
T4J,1.1669516492245802,1.8238716125488281
T4L,1.1755785260881697,1.7066922187805176
T4N,1.3342129389444988,1.5977489948272705
T4P,1.0944652557373047,1.1226025819778442
T4R,1.513896107673645,1.513896107673645
T4S,1.143464521928267,1.4817125797271729
T4T,1.1282163526191087,2.312885046005249
T4V,1.4610832438749426,2.1611576080322266
T4X,,
T5A,1.5796700716018677,1.5796700716018677
T5B,1.8302766799926757,2.1483423709869385
T5C,,
T5E,1.9419405195448134,2.0740554332733154
T5G,,
T5H,1.8449058532714844,1.8449058532714844
T5J,,
T5K,,
T5L,2.1056666374206543,2.1056666374206543
T5M,1.8069242238998413,1.8069242238998413
T5N,2.2774651050567627,2.2774651050567627
T5P,2.308209180831909,2.308209180831909
T5R,,
T5S,1.9552273750305176,2.0241549015045166
T5T,2.099679470062256,2.099679470062256
T5V,,
T5W,1.7603468894958496,1.7603468894958496
T5X,1.895693063735962,1.895693063735962
T5Y,2.1494862692696706,2.3815295696258545
T5Z,1.8133728504180908,1.8133728504180908
T6A,,
T6B,1.896255373954773,1.896255373954773
T6C,1.8806284666061401,1.8806284666061401
T6E,1.3492393493652344,1.3492393493652344
T6G,2.101790428161621,2.101790428161621
T6H,1.4240090370178222,2.460904598236084
T6J,1.711817741394043,1.711817741394043
T6K,,
T6L,1.6222440004348755,1.661940097808838
T6M,2.182180404663086,2.421863079071045
T6N,,
T6P,1.7674342393875122,1.7674342393875122
T6R,1.976508378982544,1.976508378982544
T6S,1.7709300518035889,1.8184081315994263
T6T,1.6700537204742432,1.6700537204742432
T6V,1.8770571947097778,1.8770571947097778
T6W,1.8544178009033203,2.2737045288085938
T6X,1.4552424748738606,1.7849071025848389
T7A,1.3554295902758573,2.1217799186706543
T7E,1.194529375692052,2.5964365005493164
T7N,1.2275046110153198,1.78785240650177
T7P,,
T7S,1.37472652859158,2.309614658355713
T7V,1.3696887732692882,7.158730983734131
T7X,1.7300999290064762,1.9966938495635986
T7Y,1.283622105916341,1.9443330764770508
T7Z,1.4615368843078613,2.1460328102111816
T8A,1.6611051559448242,1.8758152723312378
T8B,1.654293696085612,1.8693357706069946
T8C,1.1786730289459229,1.3468421697616577
T8E,1.2922894795735678,1.7127453088760376
T8G,1.085731687999907,1.7275856733322144
T8H,1.5191559791564941,1.5191559791564941
T8L,1.3871034383773804,2.0869598388671875
T8N,1.933586597442627,2.0933709144592285
T8R,1.463726569866312,1.998846411705017
T8S,,
T8T,2.1601158945184005,2.4323062896728516
T8V,,
T8W,,
T8X,,
T9A,1.3313373912464488,1.7540838718414307
T9C,1.2972112917432599,1.9960395097732544
T9E,1.4537311008998326,1.9278254508972168
T9G,1.1986711025238037,1.1986711025238037
T9H,0.4989347270890778,1.766140103340149
T9J,,
T9K,,
T9M,2.2175610065460205,2.2175610065460205
T9N,2.463557481765747,3.0724411010742188
T9S,,
T9V,1.4988816976547241,1.8773260116577148
T9W,1.0198599208484997,1.845871925354004
T9X,1.2186274427048704,1.78468656539917
V0A,,
V0B,1.9870385064019098,7.468447208404541
V0C,,
V0E,1.178780709060968,4.071880340576172
V0G,,
V0H,,
V0J,1.0650807118786432,2.9397647380828857
V0K,0.9637855852447135,2.72652530670166
V0L,1.0919568589154411,5.320645809173584
V0M,,
V0N,,
V0P,,
V0R,,
V0S,,
V0T,,
V0V,,
V0W,,
V0X,,
V1A,2.2698644689611487,5.718645095825195
V1B,,
V1C,2.1766905784606934,2.5494911670684814
V1E,,
V1G,,
V1H,,
V1J,,
V1K,1.3029028177261353,1.722595453262329
V1L,,
V1M,,
V1N,,
V1P,,
V1R,,
V1S,0.8827865068302598,1.68655526638031
V1T,,
V1V,,
V1W,,
V1X,,
V1Y,,
V1Z,,
V2A,,
V2B,1.4095165729522705,3.0460312366485596
V2C,1.3314231589988426,3.5017077922821045
V2E,2.629215399424235,3.682671070098877
V2G,,
V2H,1.4688609730113635,2.404268741607666
V2J,0.8325480143229167,1.3651094436645508
V2K,1.1583188374837239,1.374751091003418
V2L,,
V2M,,
V2N,0.7530363464355468,1.192203164100647
V2P,,
V2R,,
V2S,,
V2T,,
V2V,,
V2W,,
V2X,,
V2Y,,
V2Z,,
V3A,,
V3B,,
V3C,,
V3E,,
V3G,,
V3H,,
V3J,,
V3K,,
V3L,,
V3M,,
V3N,,
V3R,,
V3S,,
V3T,,
V3V,,
V3W,,
V3X,,
V3Y,,
V4A,,
V4B,,
V4C,,
V4E,,
V4G,,
V4K,,
V4L,,
V4M,,
V4N,,
V4P,,
V4R,,
V4S,,
V4T,,
V4V,,
V4W,,
V4X,,
V4Z,,
V5A,,
V5B,,
V5C,,
V5E,,
V5G,,
V5H,,
V5J,,
V5K,,
V5L,,
V5M,,
V5N,,
V5P,,
V5R,,
V5S,,
V5T,,
V5V,,
V5W,,
V5X,,
V5Y,,
V5Z,,
V6A,,
V6B,,
V6C,,
V6E,,
V6G,,
V6H,,
V6J,,
V6K,,
V6L,,
V6M,,
V6N,,
V6P,,
V6R,,
V6S,,
V6T,,
V6V,,
V6W,,
V6X,,
V6Y,,
V6Z,,
V7A,,
V7B,,
V7C,,
V7E,,
V7G,,
V7H,,
V7J,,
V7K,,
V7L,,
V7M,,
V7N,,
V7P,,
V7R,,
V7S,,
V7T,,
V7V,,
V7W,,
V7Y,,
V8A,,
V8B,,
V8C,,
V8G,,
V8J,,
V8K,,
V8L,,
V8M,,
V8N,,
V8P,,
V8R,,
V8S,,
V8T,,
V8V,,
V8W,,
V8X,,
V8Y,,
V8Z,,
V9A,,
V9B,,
V9C,,
V9E,,
V9G,,
V9H,,
V9J,,
V9K,,
V9L,,
V9M,,
V9N,,
V9P,,
V9R,,
V9S,,
V9T,,
V9V,,
V9W,,
V9X,,
V9Y,,
V9Z,,
X0A,1.1626823025083264,5.705486297607422
X0B,0.7919730106574695,3.3793439865112305
X0C,1.0605790195526796,5.9726104736328125
X0E,1.1809406716635558,8.92001724243164
X0G,,
X1A,0.7714805629697331,5.154194355010986
Y0A,2.4144711567060595,8.392109870910645
Y0B,1.4621522950956405,7.310243129730225
Y1A,,
