fsa,hous_frac_type_single_detached,hous_frac_type_highrise,hous_frac_type_other_attached,hous_frac_type_movable,hous_avg_rooms,hous_frac_major_repair,hous_frac_age_pre_1980,hous_frac_age_1981_2000,hous_frac_age_post_2001,hous_median_value,demogr_pop_2016,demogr_num_total_dwellings,demogr_num_occ_dwellings,demogr_median_age,demogr_avg_household_size,demogr_frac_tenure_owned,demogr_frac_tenure_rented,demogr_frac_tenure_band,socioeco_frac_low_income,socioeco_median_income,socioeco_frac_high_income,socioeco_frac_govt_transfers,socioeco_frac_unemployment_rate,socioeco_frac_nonlaborer,socioeco_frac_bachelor_plus,socioeco_frac_overcrowded,socioeco_frac_unsuitable_housing,socioeco_frac_housing_burden
P8N,0.7456242707117853,0.0,0.18786464410735124,0.06651108518086347,6.5,0.10606060606060606,0.6495925494761351,0.28754365541327126,0.06286379511059371,160355.0,10048.0,4481.0,4293.0,46.3,2.3,0.7237762237762237,0.26107226107226106,0.015151515151515152,0.115,72393.0,0.011685116851168511,0.15,0.084,0.36628945801072066,0.1362781954887218,0.011641443538998836,0.03146853146853147,0.095
P8T,0.6955380577427821,0.0,0.2572178477690289,0.047244094488188976,6.2,0.10966057441253264,0.4817708333333333,0.3645833333333333,0.15364583333333334,229957.0,5002.0,2103.0,1902.0,35.5,2.6,0.6057441253263708,0.39425587467362927,0.0,0.125,86528.0,0.011764705882352941,0.098,0.06,0.2795425667090216,0.19964028776978418,0.010471204188481676,0.057441253263707574,0.11599999999999999
P9A,0.796440489432703,0.0,0.18798665183537264,0.01557285873192436,6.3,0.11295681063122924,0.7021040974529347,0.2203765227021041,0.07751937984496124,170709.0,10651.0,5602.0,4495.0,43.2,2.3,0.7253599114064231,0.24363233665559247,0.031007751937984496,0.133,65481.0,0.014466546112115732,0.154,0.08199999999999999,0.37935034802784223,0.1592356687898089,0.014396456256921373,0.04318936877076412,0.091
P9N,0.773728813559322,0.027966101694915254,0.18389830508474575,0.01440677966101695,6.3,0.11373209772535804,0.6958719460825611,0.22409435551811288,0.08003369839932603,229515.0,14009.0,6854.0,5902.0,43.6,2.3,0.7196969696969697,0.2516835016835017,0.02861952861952862,0.111,71373.0,0.015274034141958671,0.138,0.077,0.35006547359231777,0.17574931880108993,0.011794439764111205,0.037910699241786014,0.113
R0A,0.8458251150558843,0.0003287310979618672,0.1295200525969757,0.024326101249178174,6.8,0.07333114107201578,0.41006247944755014,0.24268332785268004,0.3472541926997698,269198.0,46213.0,17934.0,15208.0,33.0,3.0,0.8333333333333334,0.15285996055226825,0.013806706114398421,0.141,74744.0,0.010866141732283464,0.113,0.049,0.29484875711290803,0.1257736516357206,0.024991779020059193,0.046351084812623275,0.125
R0B,0.7948154657293497,0.0,0.12609841827768015,0.07908611599297012,5.4,0.412677304964539,0.25310283687943264,0.4769503546099291,0.2699468085106383,149873.0,48048.0,13648.0,11378.0,23.9,4.2,0.2472308373947718,0.19716437749224636,0.5556047851129818,0.24,50105.0,0.008800287356321839,0.247,0.214,0.5217320791436912,0.07970112079701121,0.23891843971631205,0.311613475177305,0.107
R0C,0.8643770368513412,0.0037603409375783405,0.07445475056405114,0.05740787164702933,6.3,0.1380952380952381,0.49962396590624214,0.30208072198546,0.19829531210829782,238630.0,52620.0,27256.0,19948.0,42.7,2.5,0.7776942355889724,0.12030075187969924,0.10200501253132832,0.149,62530.0,0.013152804642166345,0.158,0.084,0.3951822112415071,0.11442099033339909,0.02556390977443609,0.05013787916771121,0.109
R0E,0.9078768056691197,0.0,0.056691196511310986,0.035431997819569364,6.6,0.09352715304443225,0.4727023319615912,0.29327846364883403,0.23401920438957477,288976.0,46836.0,28967.0,18344.0,45.2,2.5,0.8647462277091906,0.0916323731138546,0.043621399176954734,0.11,73465.0,0.014993752603082049,0.133,0.07200000000000001,0.38055592856183695,0.15418502202643172,0.01316872427983539,0.03429355281207133,0.11199999999999999
R0G,0.8583815028901735,0.0,0.10854206807964033,0.033076429030186254,7.1,0.0644024351169497,0.5994873438000641,0.22300544697212432,0.1775072092278116,210432.0,44069.0,16537.0,15573.0,37.6,2.6,0.8299167200512492,0.1620755925688661,0.008007687379884689,0.14400000000000002,69627.0,0.016747967479674795,0.11800000000000001,0.042,0.3142901618929016,0.1565110565110565,0.012171684817424727,0.027234860621595643,0.09699999999999999
R0H,0.8676767676767677,0.0,0.07777777777777778,0.05454545454545454,6.7,0.17466802860061287,0.5612244897959183,0.2479591836734694,0.19081632653061226,200526.0,16938.0,5481.0,4948.0,32.9,2.9,0.6700715015321757,0.16036772216547499,0.16956077630234934,0.157,57899.0,0.008072653884964682,0.16,0.071,0.4056737588652482,0.11470588235294117,0.03779366700715015,0.07464212678936605,0.08900000000000001
R0J,0.8463292293661651,0.00045599635202918376,0.09803921568627451,0.055175558595531235,6.5,0.10684931506849316,0.6388127853881278,0.22054794520547946,0.14063926940639268,170111.0,27342.0,14437.0,10970.0,44.3,2.3,0.7707762557077625,0.16210045662100456,0.06712328767123288,0.174,57060.0,0.010133465150766189,0.158,0.052000000000000005,0.35394456289978676,0.13335910320834943,0.021004566210045664,0.04244637151985395,0.09
R0K,0.8333333333333334,0.0009442870632672333,0.12134088762983947,0.044381491973559964,6.9,0.07952941176470588,0.6751412429378532,0.18267419962335216,0.14218455743879474,197739.0,27772.0,12167.0,10594.0,40.3,2.4,0.7830588235294118,0.21694117647058825,0.0,0.134,67868.0,0.009371833839918946,0.127,0.05,0.30754162585700295,0.13493602171384259,0.004705882352941176,0.02023529411764706,0.09
R0L,0.8576592860370538,0.0,0.09941256213285134,0.04292815183009489,6.3,0.15049415992812218,0.5992812219227314,0.27358490566037735,0.12713387241689128,144575.0,26815.0,13391.0,11061.0,43.9,2.4,0.6975280898876405,0.20629213483146067,0.09617977528089888,0.244,48694.0,0.006482174021441037,0.20800000000000002,0.087,0.4328001909763667,0.09134423613881133,0.022911051212938006,0.05298607992815447,0.107
R0M,0.8680297397769516,0.0006195786864931846,0.0811648079306072,0.05018587360594796,6.9,0.09028642590286426,0.65588052271313,0.2209085252022402,0.12321095208462975,170397.0,19864.0,9426.0,8064.0,41.9,2.4,0.7783312577833126,0.16002490660024907,0.06164383561643835,0.142,63721.0,0.0178752107925801,0.127,0.067,0.316256157635468,0.1237597911227154,0.008717310087173101,0.030529595015576325,0.09699999999999999
R1A,0.7899571341090018,0.034292712798530314,0.1518677281077771,0.023882424984690752,6.6,0.09651802076970067,0.57997557997558,0.23931623931623933,0.1807081807081807,300682.0,21390.0,8393.0,8164.0,44.8,2.5,0.7970660146699267,0.20293398533007334,0.0,0.11599999999999999,79696.0,0.01818181818181818,0.11900000000000001,0.065,0.3497251952560023,0.167574931880109,0.006715506715506716,0.028711056811240074,0.11699999999999999
R1B,0.03571428571428571,0.9642857142857143,0.0,0.0,4.8,0.0,0.0,0.07142857142857142,0.9285714285714286,259752.0,252.0,143.0,140.0,64.7,1.8,0.8928571428571429,0.10714285714285714,0.0,,74752.0,,,0.0,0.7659574468085106,0.23529411764705882,0.0,0.0,
R1C,0.7240143369175627,0.0035842293906810036,0.0035842293906810036,0.26881720430107525,7.2,0.07473309608540925,0.375,0.42857142857142855,0.19642857142857142,375206.0,3714.0,1407.0,1393.0,44.2,2.7,0.9430604982206405,0.05693950177935943,0.0,0.078,92083.0,0.020134228187919462,0.083,0.05,0.2715654952076677,0.1595238095238095,0.0,0.028469750889679714,0.114
R1N,0.725258493353028,0.02880354505169867,0.20457902511078285,0.0413589364844904,6.4,0.09492273730684327,0.6885125184094256,0.20913107511045656,0.10235640648011782,200163.0,16788.0,7104.0,6767.0,40.5,2.4,0.6848306332842415,0.3085419734904271,0.0066273932253313695,0.18100000000000002,61824.0,0.010199918400652794,0.15,0.07,0.3695141065830721,0.15796019900497513,0.013245033112582781,0.04562178072111847,0.075
R2C,0.8094861660079051,0.010671936758893281,0.17351778656126482,0.006324110671936759,6.4,0.06126482213438735,0.6403162055335968,0.20355731225296442,0.15612648221343872,259457.0,33556.0,12841.0,12648.0,38.1,2.6,0.8739130434782608,0.12608695652173912,0.0,0.084,80540.0,0.007744433688286544,0.107,0.063,0.3014027316352898,0.17171988194258117,0.017779533781114184,0.040300276570525484,0.09300000000000001
R2E,0.993798449612403,0.0,0.006201550387596899,0.0,8.2,0.04327666151468315,0.28328173374613,0.4458204334365325,0.2708978328173375,500381.0,9256.0,3266.0,3224.0,46.1,2.9,0.9752704791344667,0.02472952086553323,0.0,0.038,131438.0,0.08016032064128256,0.055999999999999994,0.045,0.3212005108556833,0.33872598584428715,0.006191950464396285,0.013910355486862442,0.096
R2G,0.5287081339712919,0.23889268626110732,0.23205741626794257,0.0003417634996582365,5.9,0.05194805194805195,0.7032478632478633,0.23282051282051283,0.06393162393162394,300405.0,33030.0,15189.0,14625.0,46.5,2.2,0.610940170940171,0.38905982905982905,0.0,0.122,65666.0,0.015467759970182631,0.14,0.055,0.3949398887493271,0.25824009676443904,0.009914529914529915,0.036568694463431306,0.105
R2H,0.4376640419947507,0.16863517060367453,0.3930446194225722,0.0006561679790026247,5.0,0.10615989515072084,0.800655737704918,0.12262295081967213,0.07672131147540984,275208.0,15914.0,8016.0,7619.0,42.5,2.0,0.49836065573770494,0.5016393442622951,0.0,0.18,55610.0,0.016334661354581673,0.12,0.064,0.312933025404157,0.3578708946772367,0.017704918032786884,0.06295081967213115,0.11900000000000001
R2J,0.6918299092212136,0.027233635929288104,0.2809364548494983,0.0,6.5,0.058767319636884856,0.7271858576206403,0.148112756808409,0.12470138557095078,300051.0,26499.0,10733.0,10472.0,40.8,2.5,0.7424749163879598,0.25752508361204013,0.0,0.092,80699.0,0.016908787806620623,0.11,0.059000000000000004,0.3241821093571265,0.27941176470588236,0.020066889632107024,0.04395604395604396,0.092
R2K,0.6874527588813303,0.06046863189720333,0.25170068027210885,0.0003779289493575208,5.8,0.07526475037821483,0.8475217555807795,0.10631857737419599,0.0461596670450246,250866.0,33413.0,13523.0,13228.0,38.9,2.5,0.7023449319213313,0.2976550680786687,0.0,0.151,65515.0,0.005682931608857535,0.133,0.07400000000000001,0.3167655786350148,0.22039021709260787,0.031013615733736764,0.07677760968229955,0.10800000000000001
R2L,0.6201117318435754,0.08619313647246608,0.2936951316839585,0.0,5.2,0.11314741035856574,0.8819776714513556,0.07575757575757576,0.04226475279106858,199968.0,14818.0,6606.0,6271.0,35.1,2.3,0.5797448165869219,0.42025518341307816,0.0,0.226,53179.0,0.0013398838767306833,0.16,0.087,0.3175819497658578,0.17036592681463708,0.029505582137161084,0.10358565737051793,0.168
R2M,0.5800422068133856,0.18118782031956587,0.23756406391317456,0.0012059089538739825,5.6,0.08134980415787887,0.7887918047604701,0.1467309430551371,0.06447725218439289,285169.0,38195.0,17067.0,16581.0,40.9,2.3,0.608617053329316,0.39138294667068396,0.0,0.168,63124.0,0.015267175572519083,0.126,0.069,0.3464104193138501,0.33448445979279723,0.03404639951792709,0.07411871045495631,0.12
R2N,0.6706560283687943,0.02526595744680851,0.27349290780141844,0.030585106382978722,6.6,0.0283311199645861,0.15146147032772364,0.5203720106288751,0.3281665190434012,345087.0,30306.0,11498.0,11282.0,41.9,2.6,0.8658698539176627,0.1341301460823373,0.0,0.07,93783.0,0.026986825329366766,0.08199999999999999,0.048,0.3018714401952807,0.3687099725526075,0.011066843736166445,0.02656042496679947,0.121
R2P,0.5956256358087487,0.04628687690742624,0.3575788402848423,0.000508646998982706,5.8,0.028904665314401622,0.43711967545638947,0.30831643002028397,0.25456389452332656,311186.0,32557.0,9985.0,9828.0,35.8,3.3,0.7109533468559838,0.28904665314401623,0.0,0.152,76350.0,0.005237795935470354,0.134,0.062,0.32675947409126066,0.3319791062100987,0.10897110998479473,0.16218955904713633,0.156
R2R,0.8245476003147129,0.011014948859166011,0.16443745082612116,0.0,6.0,0.04933437744714174,0.47146207974980453,0.38076622361219703,0.14777169663799844,288868.0,21377.0,6715.0,6353.0,35.9,3.4,0.8342455043002346,0.16575449569976544,0.0,0.11599999999999999,83054.0,0.0028011204481792717,0.11900000000000001,0.07,0.2956066336921734,0.27521008403361347,0.07276995305164319,0.12284820031298904,0.11699999999999999
R2V,0.6942815249266863,0.05901759530791789,0.24120234604105573,0.005498533724340176,5.9,0.05586181550900404,0.6399706098457016,0.22997795738427626,0.13005143277002204,289677.0,35235.0,14043.0,13630.0,40.7,2.6,0.7284086732818816,0.27159132671811836,0.0,0.11599999999999999,71757.0,0.010766423357664234,0.124,0.06,0.33130222841225626,0.2769433465085639,0.033443586916574786,0.07237325495958853,0.107
R2W,0.5747814081914404,0.08237459733087897,0.3428439944776806,0.0,5.4,0.16789328426862926,0.8743672342383801,0.07547169811320754,0.050161067648412334,180175.0,28874.0,12415.0,10861.0,34.6,2.6,0.4990800367985281,0.5009199632014719,0.0,0.361,43745.0,0.0014925373134328358,0.231,0.10099999999999999,0.4232011070110701,0.15680374456703444,0.04739990796134377,0.1329346826126955,0.151
R2X,0.7488619119878603,0.010622154779969651,0.24051593323216997,0.0,5.4,0.08200455580865604,0.8822188449848024,0.050911854103343465,0.0668693009118541,200612.0,19149.0,6959.0,6591.0,36.9,2.9,0.7051671732522796,0.2948328267477204,0.0,0.18100000000000002,62443.0,0.0010668563300142249,0.165,0.076,0.3435542367293109,0.239880059970015,0.07593014426727411,0.1419893697798026,0.107
R2Y,0.523781212841855,0.06777645659928656,0.4084423305588585,0.0,6.0,0.05525846702317291,0.8453301606186794,0.11124330755502677,0.04342653182629387,275982.0,19887.0,8543.0,8410.0,42.6,2.3,0.6838978015448604,0.31610219845513965,0.0,0.127,69734.0,0.008645533141210375,0.133,0.057999999999999996,0.3409785932721712,0.20625,0.012477718360071301,0.0392156862745098,0.107
R3A,0.254601226993865,0.254601226993865,0.49079754601226994,0.0,4.4,0.1536050156739812,0.7272727272727273,0.1724137931034483,0.10031347962382445,160593.0,4711.0,2166.0,1640.0,30.0,2.8,0.21316614420062696,0.786833855799373,0.0,0.573,29611.0,0.0017391304347826088,0.35100000000000003,0.175,0.5320197044334976,0.12470023980815348,0.13166144200626959,0.23197492163009403,0.145
R3B,0.07369323050556983,0.5818337617823479,0.3444730077120823,0.0,3.5,0.0941968040370059,0.6862910008410429,0.2144659377628259,0.0992430613961312,200040.0,12963.0,6851.0,5835.0,37.1,2.0,0.18755256518082422,0.8124474348191758,0.0,0.474,31812.0,0.01005586592178771,0.21100000000000002,0.106,0.43402061855670104,0.2710007304601899,0.07575757575757576,0.17087542087542087,0.231
R3C,0.055232558139534885,0.5482558139534883,0.39651162790697675,0.0,3.5,0.10716365754222482,0.7475276323443862,0.2065154159394997,0.04595695171611402,249883.0,14364.0,9756.0,8605.0,35.5,1.6,0.08974358974358974,0.9102564102564102,0.0,0.35200000000000004,36999.0,0.008431703204047217,0.132,0.079,0.2939009414654114,0.3743732590529248,0.027389277389277388,0.10198135198135198,0.25
R3E,0.6448598130841121,0.055355859094176854,0.299784327821711,0.0,5.2,0.15557163531114326,0.8866425992779784,0.08736462093862817,0.025992779783393503,190413.0,19703.0,7517.0,6958.0,35.2,2.8,0.5506512301013025,0.44934876989869754,0.0,0.253,53348.0,0.0007010164738871364,0.184,0.075,0.3636659083522912,0.2353515625,0.08827785817655572,0.19971056439942114,0.129
R3G,0.6396353166986565,0.05422264875239923,0.30614203454894434,0.0,5.7,0.15847784200385356,0.9208876025084419,0.060781476121562955,0.018330921369995177,229498.0,25490.0,11051.0,10418.0,35.5,2.4,0.620722891566265,0.37927710843373497,0.0,0.193,59392.0,0.007874015748031496,0.121,0.068,0.27281600780868714,0.3557659790328035,0.03662650602409639,0.09156626506024096,0.131
R3H,0.875,0.0,0.125,0.0,5.3,0.5,0.7142857142857143,0.0,0.2857142857142857,,106.0,49.0,38.0,39.5,2.4,0.75,0.25,0.0,,70656.0,,,0.267,0.21052631578947367,0.6,0.0,0.3333333333333333,
R3J,0.6452525252525253,0.18181818181818182,0.17292929292929293,0.0,5.6,0.09083568833266048,0.8723747980613893,0.08239095315024232,0.045234248788368334,269018.0,27636.0,12835.0,12379.0,41.7,2.2,0.6124343964473153,0.3875656035526847,0.0,0.11,67191.0,0.010916534000454855,0.11699999999999999,0.057,0.3208497590889181,0.26213910761154857,0.01694915254237288,0.05205811138014528,0.096
R3K,0.6644549763033175,0.14691943127962084,0.15639810426540285,0.03222748815165877,6.5,0.06072106261859583,0.8092979127134725,0.10531309297912714,0.08538899430740038,301050.0,12444.0,5389.0,5281.0,47.9,2.3,0.7497630331753554,0.2502369668246445,0.0,0.08199999999999999,79665.0,0.023575638506876228,0.10400000000000001,0.048,0.37481979817395483,0.29194078947368424,0.0028462998102466793,0.020872865275142316,0.091
R3L,0.2971246006389776,0.36649931538110453,0.33637608397991786,0.0,4.6,0.1121751025991792,0.8353853169174646,0.12129502963976288,0.04331965344277246,250196.0,20078.0,11516.0,10955.0,35.9,1.8,0.4038286235186873,0.5961713764813127,0.0,0.18600000000000003,54470.0,0.013466042154566744,0.10099999999999999,0.068,0.27687482178500145,0.42776203966005666,0.011855905152758778,0.05742935278030994,0.153
R3M,0.49758687258687256,0.22924710424710426,0.2731660231660232,0.0,5.7,0.10437710437710437,0.8836538461538461,0.08365384615384615,0.032692307692307694,300458.0,22582.0,10806.0,10358.0,39.8,2.1,0.5824915824915825,0.4175084175084175,0.0,0.128,69668.0,0.04696886947023485,0.07400000000000001,0.053,0.2646753246753247,0.49731182795698925,0.022607022607022607,0.06060606060606061,0.11900000000000001
R3N,0.680081855388813,0.0688949522510232,0.25102319236016374,0.0,6.3,0.09209621993127148,0.881786941580756,0.06872852233676977,0.049484536082474224,325519.0,16847.0,7541.0,7328.0,40.4,2.3,0.7367697594501719,0.2632302405498282,0.0,0.10099999999999999,83850.0,0.04087699739873653,0.078,0.05,0.3008276358402303,0.5002707092582567,0.01443298969072165,0.03848797250859107,0.128
R3P,0.5983321751216122,0.11605281445448228,0.28561501042390547,0.0,7.1,0.04996530187369882,0.26180555555555557,0.47152777777777777,0.26666666666666666,473573.0,19605.0,7434.0,7194.0,50.0,2.5,0.8230395558639834,0.17696044413601666,0.0,0.087,112154.0,0.11276164753544902,0.055,0.055,0.38099870298313876,0.5980994969256568,0.01943095072866065,0.027064538514920196,0.124
R3R,0.7157412124299541,0.03922567498726439,0.24503311258278146,0.0,7.0,0.0681586978636826,0.7044760935910478,0.25127161749745675,0.04425228891149542,348471.0,24684.0,9923.0,9814.0,45.6,2.5,0.8200305033045246,0.17996949669547535,0.0,0.075,89815.0,0.03481331987891019,0.092,0.044000000000000004,0.34043583535108957,0.33770744886144344,0.004575495678698526,0.020335536349771224,0.091
R3S,1.0,0.0,0.0,0.0,8.6,0.0625,0.28125,0.28125,0.4375,599442.0,538.0,180.0,176.0,40.7,3.0,1.0,0.0,0.0,0.055999999999999994,126208.0,0.1,0.032,0.0,0.3055555555555556,0.40816326530612246,0.0,0.0,0.161
R3T,0.5221357660316609,0.16286557552991682,0.31499865843842234,0.0,5.8,0.06253354804079442,0.6154052603327965,0.2404723564143854,0.14412238325281804,339968.0,48009.0,19623.0,18638.0,34.6,2.5,0.5963499731615673,0.40365002683843265,0.0,0.23199999999999998,64630.0,0.018413784032618702,0.107,0.081,0.3638733705772812,0.473890608875129,0.045356951154052604,0.09500805152979067,0.149
R3V,0.6091476091476091,0.06860706860706861,0.32224532224532226,0.0,6.4,0.08506224066390042,0.50625,0.36041666666666666,0.13333333333333333,276068.0,6400.0,2474.0,2405.0,39.1,2.6,0.8298755186721992,0.17012448132780084,0.0,0.11699999999999999,79309.0,0.019447287615148412,0.107,0.069,0.3392857142857143,0.3106646058732612,0.01037344398340249,0.03941908713692946,0.128
R3W,0.772093023255814,0.0,0.22790697674418606,0.0,6.5,0.0125,0.056074766355140186,0.3925233644859813,0.5514018691588785,359274.0,9845.0,3281.0,3220.0,37.1,3.0,0.84375,0.15625,0.0,0.065,97394.0,0.01330532212885154,0.08,0.068,0.253156146179402,0.27264325323475047,0.0202808112324493,0.0453125,0.14800000000000002
R3X,0.8444444444444444,0.0,0.15555555555555556,0.0,7.3,0.015397775876817793,0.024850042844901457,0.3393316195372751,0.6358183376178235,421670.0,17962.0,5956.0,5854.0,37.3,3.1,0.9059024807527801,0.09409751924721985,0.0,0.054000000000000006,123881.0,0.05125284738041002,0.051,0.04,0.25640100973674723,0.4410436527847466,0.012842465753424657,0.02480752780153978,0.105
R3Y,0.8463789319678128,0.030724213606437453,0.12289685442574981,0.0,6.8,0.014652014652014652,0.01684981684981685,0.2703296703296703,0.7128205128205128,448749.0,21896.0,7108.0,6840.0,34.3,3.2,0.8814055636896047,0.11859443631039532,0.0,0.11199999999999999,113610.0,0.04754505904288378,0.048,0.053,0.26874448691561303,0.5172131147540984,0.034407027818448024,0.04249084249084249,0.21
R4A,0.9664429530201343,0.0,0.026845637583892617,0.006711409395973154,7.3,0.053156146179401995,0.3466666666666667,0.3466666666666667,0.30666666666666664,438685.0,4520.0,1497.0,1487.0,43.2,2.9,0.9533333333333334,0.04666666666666667,0.0,0.040999999999999995,111424.0,0.02857142857142857,0.076,0.040999999999999995,0.2886002886002886,0.19829424307036247,0.006666666666666667,0.03322259136212625,0.091
R4G,0.9594594594594594,0.0,0.04054054054054054,0.0,7.8,0.0273972602739726,0.1643835616438356,0.4383561643835616,0.3972602739726027,459028.0,1174.0,371.0,367.0,37.4,3.2,1.0,0.0,0.0,0.009000000000000001,145280.0,0.061452513966480445,0.047,0.053,0.2692307692307692,0.29133858267716534,0.027777777777777776,0.0,0.071
R4H,0.9448275862068966,0.0,0.05517241379310345,0.0,7.7,0.0410958904109589,0.23809523809523808,0.1360544217687075,0.6258503401360545,552001.0,2611.0,748.0,727.0,38.4,2.8,0.9103448275862069,0.0896551724137931,0.0,0.057999999999999996,124331.0,0.09597523219814241,0.046,0.040999999999999995,0.27761194029850744,0.3436123348017621,0.0,0.013793103448275862,0.122
R4J,1.0,0.0,0.0,0.0,8.6,0.07575757575757576,0.4626865671641791,0.26865671641791045,0.26865671641791045,449926.0,953.0,341.0,334.0,44.1,2.9,1.0,0.0,0.0,0.021,128512.0,0.06,0.055,0.017,0.24183006535947713,0.3364485981308411,0.0,0.0,0.045
R4K,1.0,0.0,0.0,0.0,7.9,0.04878048780487805,0.36585365853658536,0.43902439024390244,0.1951219512195122,401089.0,883.0,212.0,204.0,36.1,2.6,0.925,0.075,0.0,0.065,102144.0,0.03409090909090909,0.055,0.0,0.25555555555555554,0.3225806451612903,0.0,0.04878048780487805,0.0
R4L,0.9880952380952381,0.0,0.0,0.011904761904761904,7.5,0.03529411764705882,0.46511627906976744,0.26744186046511625,0.26744186046511625,399652.0,1219.0,438.0,422.0,40.4,2.9,0.9651162790697675,0.03488372093023256,0.0,0.078,111360.0,0.03278688524590164,0.071,0.027999999999999997,0.27692307692307694,0.22302158273381295,0.023529411764705882,0.023809523809523808,0.078
R5A,0.9008264462809917,0.0,0.09090909090909091,0.008264462809917356,7.3,0.025,0.375,0.30416666666666664,0.32083333333333336,358846.0,3408.0,1227.0,1207.0,39.2,2.8,0.9541666666666667,0.04583333333333333,0.0,0.043,103979.0,0.02681992337164751,0.077,0.052000000000000005,0.2392857142857143,0.22588832487309646,0.0125,0.025,0.08199999999999999
R5G,0.6268754076973255,0.033268101761252444,0.3157208088714938,0.024135681669928244,6.5,0.04104234527687296,0.304885993485342,0.2736156351791531,0.4214983713355049,269492.0,21738.0,7984.0,7673.0,32.9,2.8,0.6996742671009772,0.3003257328990228,0.0,0.16,65349.0,0.013247172859450727,0.131,0.055,0.30285363608468857,0.18199608610567514,0.03061889250814332,0.044921875,0.142
R5H,0.7447795823665894,0.002320185614849188,0.12761020881670534,0.12529002320185614,6.5,0.06334841628959276,0.3656884875846501,0.327313769751693,0.30699774266365687,250112.0,5839.0,2192.0,2150.0,38.6,2.7,0.8239277652370203,0.17607223476297967,0.0,0.127,72320.0,0.010514018691588784,0.14300000000000002,0.064,0.3579175704989154,0.1292517006802721,0.011312217194570135,0.029411764705882353,0.106
R6M,0.7367088607594937,0.010126582278481013,0.20632911392405062,0.04683544303797468,6.8,0.045627376425855515,0.4417721518987342,0.2607594936708861,0.2974683544303797,229862.0,10229.0,4114.0,3957.0,37.3,2.5,0.7769328263624842,0.22306717363751585,0.0,0.16699999999999998,64960.0,0.01119157340355497,0.133,0.064,0.3006369426751592,0.1902834008097166,0.01394169835234474,0.029150823827629912,0.109
R6W,0.716547901821061,0.03721298495645289,0.21536025336500395,0.030878859857482184,7.2,0.03727200634417129,0.3335974643423138,0.23217115689381934,0.43423137876386686,250605.0,20229.0,6430.0,6316.0,28.9,3.2,0.7828843106180665,0.21711568938193343,0.0,0.188,64704.0,0.009167583425009167,0.131,0.057,0.31282586027111575,0.10572687224669604,0.03330689928628073,0.04916732751784298,0.134
R7A,0.5539358600583091,0.054560599750104126,0.36609745939192,0.025406080799666806,5.9,0.07906783187682064,0.60932944606414,0.17201166180758018,0.21865889212827988,250524.0,29405.0,12840.0,12000.0,35.3,2.4,0.5892634207240949,0.4107365792759051,0.0,0.18,62916.0,0.010064043915827997,0.122,0.077,0.2932330827067669,0.19416202033453592,0.02455264253017062,0.05534748231377445,0.11699999999999999
R7B,0.6,0.005294117647058823,0.35,0.04470588235294118,6.6,0.035861258083480306,0.6042278332354668,0.2571931884908984,0.13857897827363477,295212.0,20977.0,8850.0,8505.0,37.8,2.4,0.6884185773074663,0.3115814226925338,0.0,0.11699999999999999,75627.0,0.02545793231915554,0.099,0.063,0.2903322358575277,0.26416819012797077,0.01352145796590241,0.036449147560258674,0.083
R7C,0.17073170731707318,0.0,0.25203252032520324,0.5772357723577236,5.6,0.02834008097165992,0.20161290322580644,0.24596774193548387,0.5524193548387096,190366.0,2448.0,1324.0,1229.0,50.6,1.9,0.8266129032258065,0.17338709677419356,0.0,0.10400000000000001,64576.0,0.024271844660194174,0.14300000000000002,0.073,0.41745283018867924,0.17142857142857143,0.016129032258064516,0.03643724696356275,0.122
R7N,0.7684449489216799,0.018161180476730987,0.17480136208853575,0.03859250851305335,6.4,0.09111617312072894,0.7870159453302962,0.13325740318906606,0.07972665148063782,165852.0,10321.0,4811.0,4407.0,44.9,2.2,0.6814562002275313,0.3185437997724687,0.0,0.191,55818.0,0.011726384364820847,0.16699999999999998,0.066,0.3894200127469726,0.17597471022128555,0.0056947608200455585,0.030751708428246014,0.08
R8A,0.8016701461377871,0.0,0.19624217118997914,0.0020876826722338203,6.2,0.10472279260780287,0.8123711340206186,0.13195876288659794,0.05567010309278351,120216.0,5300.0,2788.0,2397.0,44.3,2.2,0.7602459016393442,0.23975409836065573,0.0,0.11800000000000001,78208.0,0.025029797377830752,0.107,0.069,0.35498320268757,0.1354515050167224,0.004106776180698152,0.03285420944558522,0.049
R8N,0.4793969849246231,0.053266331658291456,0.37185929648241206,0.09547738693467336,5.8,0.10710710710710711,0.746,0.186,0.068,219170.0,13848.0,5549.0,4977.0,31.0,2.7,0.553,0.447,0.0,0.13699999999999998,97067.0,0.02481902792140641,0.077,0.07400000000000001,0.23839765510503175,0.1862483311081442,0.053,0.108,0.042
R9A,0.6174757281553398,0.015533980582524271,0.3029126213592233,0.06407766990291262,6.3,0.09596928982725528,0.7225433526011561,0.20616570327552985,0.07129094412331406,199837.0,6673.0,2886.0,2580.0,37.4,2.5,0.6813819577735125,0.31861804222648754,0.0,0.145,79360.0,0.015447991761071062,0.11900000000000001,0.066,0.3159448818897638,0.1935007385524372,0.01727447216890595,0.07293666026871401,0.055
