fsa,hous_frac_type_single_detached,hous_frac_type_highrise,hous_frac_type_other_attached,hous_frac_type_movable,hous_avg_rooms,hous_frac_major_repair,hous_frac_age_pre_1980,hous_frac_age_1981_2000,hous_frac_age_post_2001,hous_median_value,demogr_pop_2016,demogr_num_total_dwellings,demogr_num_occ_dwellings,demogr_median_age,demogr_avg_household_size,demogr_frac_tenure_owned,demogr_frac_tenure_rented,demogr_frac_tenure_band,socioeco_frac_low_income,socioeco_median_income,socioeco_frac_high_income,socioeco_frac_govt_transfers,socioeco_frac_unemployment_rate,socioeco_frac_nonlaborer,socioeco_frac_bachelor_plus,socioeco_frac_overcrowded,socioeco_frac_unsuitable_housing,socioeco_frac_housing_burden
E2A,0.6896333754740834,0.0,0.2945638432364096,0.01580278128950695,6.3,0.0914826498422713,0.6702395964691047,0.24148802017654478,0.08827238335435057,100337.0,17205.0,8966.0,7913.0,51.9,2.1,0.7088846880907372,0.28418399495904223,0.006931316950220542,0.21100000000000002,51355.0,0.016283185840707964,0.20600000000000002,0.132,0.47885402455661663,0.156056338028169,0.0031525851197982345,0.012618296529968454,0.096
E2E,0.8055555555555556,0.0,0.19444444444444445,0.0,7.7,0.042538354253835425,0.41114982578397213,0.3184668989547038,0.27038327526132405,249995.0,19526.0,7421.0,7198.0,42.2,2.7,0.8486750348675035,0.15132496513249652,0.0,0.081,95782.0,0.0477326968973747,0.084,0.066,0.3422840504691039,0.4044265593561368,0.002789400278940028,0.014634146341463415,0.096
E2G,0.7440633245382586,0.0,0.044854881266490766,0.21108179419525067,7.4,0.049868766404199474,0.32105263157894737,0.36578947368421055,0.3131578947368421,224406.0,5079.0,1943.0,1888.0,40.7,2.7,0.931758530183727,0.06824146981627296,0.0,0.079,94208.0,0.02967741935483871,0.099,0.07400000000000001,0.3165644171779141,0.2697594501718213,0.0,0.010498687664041995,0.091
E2H,0.76657824933687,0.0,0.1883289124668435,0.04509283819628647,7.4,0.079155672823219,0.7678100263852242,0.18469656992084432,0.047493403693931395,200619.0,4700.0,2004.0,1884.0,45.1,2.5,0.8236842105263158,0.1763157894736842,0.0,0.163,74240.0,0.05858310626702997,0.102,0.084,0.40283140283140284,0.3596673596673597,0.0,0.013157894736842105,0.11199999999999999
E2J,0.46604046242774566,0.11271676300578035,0.3793352601156069,0.04190751445086705,6.1,0.06479481641468683,0.7007194244604317,0.18129496402877698,0.11798561151079137,149763.0,15813.0,7512.0,6919.0,44.6,2.2,0.619150467962563,0.380849532037437,0.0,0.16899999999999998,54498.0,0.004433696090286175,0.177,0.085,0.3640926640926641,0.1412327947336924,0.0035971223021582736,0.023741007194244605,0.15
E2K,0.2713375796178344,0.054140127388535034,0.6668789808917197,0.007643312101910828,5.8,0.08673469387755102,0.6883365200764818,0.15678776290630975,0.15487571701720843,170210.0,17495.0,8939.0,7847.0,43.2,2.1,0.44423199490121096,0.555768005098789,0.0,0.314,45605.0,0.016929588303193535,0.162,0.113,0.42405745062836625,0.2664804469273743,0.012755102040816327,0.0248565965583174,0.182
E2L,0.030805687203791468,0.13981042654028436,0.8281990521327014,0.001184834123222749,4.4,0.11890606420927467,0.8196915776986952,0.09608540925266904,0.08422301304863583,199725.0,7566.0,5203.0,4212.0,38.8,1.7,0.11414982164090369,0.8858501783590963,0.0,0.43200000000000005,31488.0,0.008340283569641367,0.188,0.11699999999999999,0.38193343898573695,0.265807962529274,0.00831353919239905,0.04518430439952437,0.198
E2M,0.5637834474175483,0.0,0.4163036714374611,0.019912881144990666,6.7,0.0945273631840796,0.7498444306160548,0.16925948973242066,0.08089607965152458,160470.0,18715.0,8739.0,8039.0,46.4,2.3,0.7151741293532339,0.2848258706467662,0.0,0.14400000000000002,64338.0,0.009048257372654156,0.147,0.083,0.3699421965317919,0.1915841584158416,0.0012437810945273632,0.01927860696517413,0.12
E2N,0.8630952380952381,0.0,0.05654761904761905,0.08035714285714286,7.1,0.11890243902439024,0.5823170731707317,0.23170731707317074,0.18597560975609756,174229.0,4275.0,1771.0,1678.0,44.9,2.5,0.9573170731707317,0.042682926829268296,0.0,0.098,77483.0,0.010130246020260492,0.129,0.095,0.3550624133148405,0.13991769547325103,0.0060790273556231,0.021341463414634148,0.11800000000000001
E2P,0.954954954954955,0.0,0.04504504504504504,0.0,7.0,0.10909090909090909,0.831858407079646,0.09734513274336283,0.07079646017699115,129786.0,1391.0,575.0,556.0,43.0,2.5,0.9009009009009009,0.0990990990990991,0.0,0.083,70912.0,0.004484304932735426,0.147,0.09,0.3232758620689655,0.11392405063291139,0.0,0.0,0.12
E2R,,,,,,,,,,,10.0,5.0,5.0,,,,,,,,,,,,,,,
E2S,0.8773946360153256,0.0,0.04789272030651341,0.07471264367816093,7.2,0.06415094339622641,0.40943396226415096,0.4226415094339623,0.16792452830188678,180021.0,6822.0,2757.0,2613.0,41.7,2.6,0.9188679245283019,0.08113207547169811,0.0,0.1,79808.0,0.013133208255159476,0.12,0.094,0.3333333333333333,0.12317073170731707,0.0037735849056603774,0.024528301886792454,0.08800000000000001
E2V,0.6952983725135624,0.0081374321880651,0.24593128390596744,0.05063291139240506,6.9,0.07497741644083107,0.47468354430379744,0.2757685352622061,0.24954792043399637,200274.0,14649.0,6034.0,5530.0,33.3,2.5,0.6482820976491862,0.33634719710669075,0.015370705244122965,0.064,75639.0,0.005193578847969783,0.102,0.068,0.3140161725067385,0.1641123882503193,0.006323396567299007,0.023486901535682024,0.094
E3A,0.5987473903966597,0.0025052192066805845,0.38288100208768266,0.015866388308977037,6.5,0.06722338204592902,0.5258980785296575,0.22807017543859648,0.24603174603174602,180175.0,28167.0,12655.0,11979.0,41.9,2.3,0.6663883089770355,0.31022964509394574,0.02338204592901879,0.175,61271.0,0.011675824175824176,0.142,0.087,0.36633879781420764,0.31066666666666665,0.0041753653444676405,0.024634655532359082,0.11900000000000001
E3B,0.42259541984732824,0.026259541984732824,0.43206106870229005,0.11908396946564885,6.1,0.0672782874617737,0.48792418220727607,0.2901253439315194,0.22195047386120453,219499.0,36946.0,18200.0,16373.0,37.5,2.2,0.5847094801223242,0.41529051987767585,0.0,0.18600000000000003,61699.0,0.022252653200958577,0.102,0.09300000000000001,0.32053773890508586,0.425439714504206,0.013761467889908258,0.036085626911314984,0.10300000000000001
E3C,0.7397563676633444,0.0,0.2026578073089701,0.05758582502768549,7.7,0.03512623490669594,0.33881578947368424,0.36403508771929827,0.29714912280701755,225050.0,11594.0,4659.0,4515.0,42.7,2.6,0.8747252747252747,0.12527472527472527,0.0,0.057999999999999996,90880.0,0.02643171806167401,0.09,0.053,0.3219895287958115,0.442246835443038,0.0021953896816684962,0.012087912087912088,0.08900000000000001
E3E,0.9169139465875371,0.0,0.04451038575667656,0.03857566765578635,7.7,0.08902077151335312,0.3264094955489614,0.40059347181008903,0.27299703264094954,240519.0,4600.0,1726.0,1688.0,41.6,2.7,0.8635014836795252,0.04451038575667656,0.09198813056379822,0.069,87859.0,0.02601156069364162,0.099,0.09,0.3566621803499327,0.3034623217922607,0.008875739644970414,0.029585798816568046,0.091
E3G,0.7283582089552239,0.0,0.14776119402985075,0.12388059701492538,7.1,0.056129985228951254,0.2618343195266272,0.27662721893491127,0.46153846153846156,200581.0,8687.0,3452.0,3355.0,40.2,2.6,0.871301775147929,0.128698224852071,0.0,0.106,80167.0,0.019637462235649546,0.106,0.07200000000000001,0.2955840455840456,0.3440643863179074,0.0073964497041420114,0.023668639053254437,0.106
E3L,0.7390728476821192,0.0,0.1947019867549669,0.06622516556291391,6.6,0.08994708994708994,0.6344370860927152,0.23841059602649006,0.1271523178807947,120274.0,8618.0,4147.0,3774.0,47.3,2.2,0.76221928665786,0.23778071334214002,0.0,0.23199999999999998,50859.0,0.006612784717119765,0.195,0.13,0.4192872117400419,0.13666666666666666,0.0,0.02913907284768212,0.12300000000000001
E3N,0.6803953871499177,0.0,0.28912685337726524,0.030477759472817133,6.2,0.08573784006595218,0.7051070840197694,0.22817133443163098,0.06672158154859967,100080.0,13533.0,6539.0,6068.0,51.4,2.1,0.7318481848184818,0.26815181518151815,0.0,0.20800000000000002,49012.0,0.00683371298405467,0.22899999999999998,0.146,0.44326710816777043,0.13995801259622112,0.004122011541632316,0.023907666941467436,0.09300000000000001
E3V,0.5709057639524245,0.012808783165599268,0.39432753888380606,0.021957913998170174,5.9,0.07937956204379562,0.6633211678832117,0.23813868613138686,0.09854014598540146,125179.0,11742.0,5898.0,5463.0,51.6,2.0,0.6444849589790337,0.35551504102096626,0.0,0.207,48224.0,0.011840688912809472,0.188,0.086,0.4377260981912145,0.21862011637572734,0.004562043795620438,0.014598540145985401,0.122
E3Y,0.7719869706840391,0.0,0.21335504885993486,0.014657980456026058,6.5,0.06677265500794913,0.5309033280507132,0.3312202852614897,0.13787638668779714,149821.0,7355.0,3299.0,3073.0,47.0,2.3,0.7774244833068362,0.22257551669316375,0.0,0.18,57280.0,0.005115089514066497,0.196,0.11599999999999999,0.36799350121852153,0.12773722627737227,0.006349206349206349,0.014285714285714285,0.11800000000000001
E3Z,0.6639784946236559,0.002688172043010753,0.28763440860215056,0.0456989247311828,6.3,0.10382513661202186,0.6174863387978142,0.22950819672131148,0.15300546448087432,140049.0,4080.0,1988.0,1861.0,47.7,2.2,0.6958904109589041,0.3041095890410959,0.0,0.184,52336.0,0.008995502248875561,0.19,0.114,0.42877906976744184,0.17620137299771166,0.005479452054794521,0.021917808219178082,0.099
E4A,0.9166666666666666,0.0,0.04513888888888889,0.03819444444444445,6.3,0.1413427561837456,0.6232394366197183,0.28169014084507044,0.09507042253521127,79991.0,2926.0,1959.0,1444.0,54.8,2.0,0.8763250883392226,0.12367491166077739,0.0,0.239,46409.0,0.005905511811023622,0.263,0.158,0.5222437137330754,0.04745762711864407,0.0,0.024734982332155476,0.11
E4B,0.8542199488491049,0.0,0.08184143222506395,0.0639386189258312,6.2,0.1388888888888889,0.6050632911392405,0.26582278481012656,0.1291139240506329,85409.0,4190.0,2531.0,1955.0,52.9,2.1,0.8488664987405542,0.15113350125944586,0.0,0.245,46208.0,0.00430416068866571,0.252,0.188,0.4578804347826087,0.10657596371882086,0.0,0.030226700251889168,0.113
E4C,0.9242424242424242,0.0,0.010101010101010102,0.06565656565656566,6.8,0.09595959595959595,0.5510204081632653,0.30612244897959184,0.14285714285714285,149606.0,2186.0,2061.0,998.0,56.6,2.1,0.914572864321608,0.08542713567839195,0.0,0.218,52864.0,0.014044943820224719,0.222,0.14400000000000002,0.5287958115183246,0.07804878048780488,0.010101010101010102,0.01507537688442211,0.10300000000000001
E4E,0.6793893129770993,0.002544529262086514,0.2455470737913486,0.07251908396946564,6.5,0.0793854033290653,0.578005115089514,0.27365728900255754,0.1483375959079284,150503.0,8906.0,4323.0,3923.0,46.8,2.2,0.7426376440460948,0.2573623559539053,0.0,0.22,53120.0,0.014904187366926898,0.17600000000000002,0.131,0.41678035470668484,0.1537598204264871,0.00639386189258312,0.016624040920716114,0.10300000000000001
E4G,0.9136363636363637,0.0,0.022727272727272728,0.06363636363636363,6.9,0.09251101321585903,0.5350877192982456,0.32894736842105265,0.13596491228070176,150194.0,2737.0,1183.0,1104.0,46.6,2.5,0.8628318584070797,0.13716814159292035,0.0,0.172,60544.0,0.01834862385321101,0.16399999999999998,0.142,0.3936842105263158,0.1347517730496454,0.0,0.02643171806167401,0.109
E4H,0.8898305084745762,0.0,0.07627118644067797,0.03389830508474576,7.0,0.1404494382022472,0.699438202247191,0.18258426966292135,0.11797752808988764,115143.0,4014.0,2115.0,1771.0,50.3,2.2,0.8764044943820225,0.12359550561797752,0.0,0.19699999999999998,53344.0,0.006134969325153374,0.223,0.188,0.4233576642335766,0.13970588235294118,0.0,0.016901408450704224,0.08199999999999999
E4J,0.8405063291139241,0.0,0.09620253164556962,0.06329113924050633,6.6,0.10539845758354756,0.5629820051413882,0.2519280205655527,0.18508997429305912,140258.0,4840.0,2098.0,1980.0,45.3,2.4,0.8256410256410256,0.17435897435897435,0.0,0.171,58453.0,0.005277044854881266,0.182,0.086,0.3860103626943005,0.09941520467836257,0.005128205128205128,0.020512820512820513,0.098
E4K,0.8613445378151261,0.0,0.09453781512605042,0.04411764705882353,6.7,0.10272536687631027,0.6457023060796646,0.18238993710691823,0.1719077568134172,129721.0,6315.0,2593.0,2379.0,46.7,2.4,0.8742138364779874,0.11949685534591195,0.006289308176100629,0.12,67375.0,0.007551240560949299,0.159,0.106,0.3552769070010449,0.13069908814589665,0.004201680672268907,0.01680672268907563,0.07
E4L,0.7715231788079471,0.0,0.20860927152317882,0.019867549668874173,6.7,0.10231023102310231,0.6198347107438017,0.23305785123966943,0.14710743801652892,159978.0,7009.0,3877.0,3019.0,47.8,2.3,0.7739273927392739,0.22607260726072606,0.0,0.15,61426.0,0.014414414414414415,0.154,0.109,0.3798977853492334,0.2894736842105263,0.0033003300330033004,0.01485148514851485,0.085
E4M,0.9263803680981595,0.0,0.03680981595092025,0.03680981595092025,6.8,0.13924050632911392,0.6835443037974683,0.2088607594936709,0.10759493670886076,125184.0,1772.0,1462.0,817.0,56.2,2.1,0.910828025477707,0.08917197452229299,0.0,0.254,47712.0,0.006734006734006734,0.266,0.128,0.48184818481848185,0.09876543209876543,0.0,0.03164556962025317,0.153
E4N,0.8093645484949833,0.0,0.14046822742474915,0.05016722408026756,6.7,0.09539473684210527,0.5672131147540984,0.24918032786885247,0.18360655737704917,149623.0,3712.0,1765.0,1498.0,49.4,2.4,0.8157894736842105,0.18421052631578946,0.0,0.114,63744.0,0.006359300476947536,0.23600000000000002,0.162,0.3126934984520124,0.09133489461358314,0.006600660066006601,0.039603960396039604,0.09300000000000001
E4P,0.7531746031746032,0.02142857142857143,0.19365079365079366,0.031746031746031744,6.4,0.06730007917656373,0.46872525732383213,0.2509897070467142,0.28028503562945367,174774.0,14586.0,7799.0,6305.0,50.6,2.2,0.7688044338875692,0.23119556611243072,0.0,0.126,64137.0,0.011623080116230802,0.179,0.11699999999999999,0.3935824532900081,0.17691819911223844,0.00395882818685669,0.019809825673534072,0.08199999999999999
E4R,0.9183303085299456,0.0,0.06170598911070781,0.019963702359346643,6.5,0.07775768535262206,0.5507246376811594,0.2753623188405797,0.17391304347826086,170484.0,6285.0,3933.0,2753.0,52.1,2.3,0.9077757685352622,0.0922242314647378,0.0,0.121,65152.0,0.011183597390493943,0.18,0.098,0.4032846715328467,0.1470160116448326,0.0,0.012658227848101266,0.1
E4S,0.8052373158756138,0.0016366612111292963,0.16039279869067102,0.03273322422258593,6.4,0.09344262295081968,0.5582922824302134,0.27257799671592775,0.16912972085385877,139785.0,7013.0,3631.0,3052.0,51.3,2.2,0.7967213114754098,0.1901639344262295,0.013114754098360656,0.175,54464.0,0.003389830508474576,0.249,0.165,0.3932119205298013,0.1067193675889328,0.0049261083743842365,0.03284072249589491,0.125
E4T,0.9470899470899471,0.0,0.015873015873015872,0.037037037037037035,6.2,0.14736842105263157,0.6031746031746031,0.291005291005291,0.10582010582010581,82073.0,2159.0,1240.0,946.0,50.9,2.3,0.9047619047619048,0.09523809523809523,0.0,0.223,49024.0,0.0,0.27,0.165,0.48404255319148937,0.0625,0.0,0.02631578947368421,0.094
E4V,0.8011204481792717,0.0,0.18207282913165265,0.01680672268907563,6.4,0.062146892655367235,0.5240793201133145,0.26628895184135976,0.2096317280453258,150350.0,4246.0,1997.0,1784.0,46.9,2.3,0.7903682719546742,0.2096317280453258,0.0,0.136,62272.0,0.004316546762589928,0.18600000000000003,0.109,0.3629943502824859,0.12190082644628099,0.0056657223796034,0.022598870056497175,0.09
E4W,0.8156028368794326,0.0,0.14326241134751774,0.04113475177304964,6.0,0.15134370579915135,0.5056657223796034,0.34560906515580736,0.14872521246458922,107982.0,8069.0,4198.0,3529.0,47.5,2.3,0.6497175141242938,0.2076271186440678,0.1426553672316384,0.183,46067.0,0.003875968992248062,0.29100000000000004,0.25,0.44338235294117645,0.09801633605600933,0.009887005649717515,0.043785310734463276,0.091
E4X,0.8196078431372549,0.0,0.15294117647058825,0.027450980392156862,5.8,0.0873015873015873,0.6254980079681275,0.28286852589641437,0.09163346613545817,89813.0,2976.0,1416.0,1274.0,54.1,2.2,0.8095238095238095,0.19047619047619047,0.0,0.185,51904.0,0.0020408163265306124,0.29600000000000004,0.204,0.4384920634920635,0.0821917808219178,0.011904761904761904,0.011904761904761904,0.044000000000000004
E4Y,0.8376383763837638,0.0,0.12177121771217712,0.04059040590405904,6.0,0.14869888475836432,0.6356877323420075,0.26022304832713755,0.10408921933085502,80103.0,3038.0,1534.0,1355.0,54.4,2.2,0.7947761194029851,0.20522388059701493,0.0,0.226,46357.0,0.0019801980198019802,0.299,0.18100000000000002,0.46525096525096526,0.04672897196261682,0.0,0.018656716417910446,0.071
E4Z,0.9098712446351931,0.0,0.06652360515021459,0.023605150214592276,6.9,0.13333333333333333,0.6509635974304069,0.2291220556745182,0.11991434689507495,125246.0,5618.0,2783.0,2326.0,46.3,2.4,0.871244635193133,0.12875536480686695,0.0,0.2,54688.0,0.006872852233676976,0.21,0.14,0.37254901960784315,0.09137055837563451,0.004301075268817204,0.04086021505376344,0.102
E5A,0.9121621621621622,0.0,0.013513513513513514,0.07432432432432433,6.6,0.1310344827586207,0.5342465753424658,0.2876712328767123,0.1780821917808219,99946.0,1698.0,901.0,740.0,48.9,2.3,0.8896551724137931,0.1103448275862069,0.0,0.26,46775.0,0.0035971223021582736,0.23399999999999999,0.16699999999999998,0.3881118881118881,0.08900523560209424,0.013793103448275862,0.027777777777777776,0.14300000000000002
E5B,0.8597785977859779,0.0,0.11070110701107011,0.02952029520295203,7.0,0.10583941605839416,0.5289855072463768,0.3007246376811594,0.17028985507246377,200656.0,3037.0,1783.0,1354.0,52.5,2.2,0.8138686131386861,0.18613138686131386,0.0,0.168,60965.0,0.02032520325203252,0.162,0.12300000000000001,0.3984819734345351,0.32063492063492066,0.0,0.01818181818181818,0.126
E5C,0.841225626740947,0.0,0.06685236768802229,0.09192200557103064,6.6,0.10863509749303621,0.4860335195530726,0.3575418994413408,0.1564245810055866,139622.0,4221.0,2181.0,1795.0,46.1,2.3,0.8607242339832869,0.1392757660167131,0.0,0.149,61648.0,0.0103397341211226,0.18,0.128,0.38108882521489973,0.10267857142857142,0.0,0.027777777777777776,0.1
E5E,0.9868421052631579,0.0,0.013157894736842105,0.0,7.0,0.12,0.6447368421052632,0.2236842105263158,0.13157894736842105,125184.0,872.0,616.0,376.0,48.4,2.2,0.92,0.08,0.0,0.231,52139.0,0.014925373134328358,0.23600000000000002,0.228,0.34285714285714286,0.0989010989010989,0.0,0.02666666666666667,0.087
E5G,0.8820960698689956,0.0,0.09170305676855896,0.026200873362445413,6.5,0.13596491228070176,0.5826086956521739,0.2565217391304348,0.1608695652173913,134509.0,2505.0,1468.0,1143.0,45.5,2.2,0.8427947598253275,0.1572052401746725,0.0,0.156,62496.0,0.0525,0.14400000000000002,0.10800000000000001,0.3422982885085575,0.12109375,0.008771929824561403,0.021834061135371178,0.062
E5H,0.8333333333333334,0.004166666666666667,0.0875,0.075,6.3,0.11203319502074689,0.6694214876033058,0.2231404958677686,0.10743801652892562,100055.0,2825.0,1300.0,1196.0,46.7,2.3,0.8223140495867769,0.17768595041322313,0.0,0.179,57472.0,0.006741573033707865,0.19899999999999998,0.214,0.39029535864978904,0.08074534161490683,0.008298755186721992,0.029045643153526972,0.066
E5J,0.9310344827586207,0.0,0.022988505747126436,0.04597701149425287,6.5,0.09142857142857143,0.5485714285714286,0.28,0.17142857142857143,145112.0,1960.0,1137.0,868.0,48.9,2.2,0.9022988505747126,0.09770114942528736,0.0,0.14300000000000002,66150.0,0.015432098765432098,0.161,0.149,0.4264705882352941,0.12093023255813953,0.0,0.022857142857142857,0.077
E5K,0.8812056737588653,0.0017730496453900709,0.08333333333333333,0.03368794326241135,7.5,0.08657243816254417,0.5656028368794326,0.2907801418439716,0.14361702127659576,179753.0,7123.0,3025.0,2819.0,44.5,2.5,0.9256637168141593,0.0743362831858407,0.0,0.09300000000000001,80837.0,0.01412180052956752,0.122,0.062,0.3310810810810811,0.2103960396039604,0.0035335689045936395,0.030035335689045935,0.086
E5L,0.8630705394190872,0.0,0.04149377593360996,0.0954356846473029,6.5,0.10638297872340426,0.5780590717299579,0.270042194092827,0.1518987341772152,100239.0,2871.0,1382.0,1204.0,47.6,2.3,0.9106382978723404,0.08936170212765958,0.0,0.19,56064.0,0.004405286343612335,0.19399999999999998,0.142,0.4442013129102845,0.06228373702422145,0.00847457627118644,0.012711864406779662,0.071
E5M,0.9595375722543352,0.0,0.017341040462427744,0.023121387283236993,6.9,0.13966480446927373,0.6256983240223464,0.21787709497206703,0.1564245810055866,144486.0,2028.0,1069.0,867.0,53.1,2.2,0.9269662921348315,0.07303370786516854,0.0,0.179,58496.0,0.012422360248447204,0.187,0.16,0.45481049562682213,0.21568627450980393,0.0,0.0111731843575419,0.111
E5N,0.8743169398907104,0.0,0.07759562841530054,0.048087431693989074,7.1,0.08161044613710555,0.46564885496183206,0.33478735005452565,0.19956379498364232,179757.0,11668.0,5120.0,4577.0,44.5,2.5,0.9150326797385621,0.08496732026143791,0.0,0.136,70333.0,0.01505856107083101,0.14300000000000002,0.099,0.38052631578947366,0.16895715440582054,0.004357298474945534,0.023965141612200435,0.096
E5P,0.9246231155778895,0.0,0.04020100502512563,0.035175879396984924,6.8,0.11616161616161616,0.583756345177665,0.28426395939086296,0.1319796954314721,139318.0,2546.0,1099.0,999.0,45.1,2.5,0.9141414141414141,0.08585858585858586,0.0,0.147,61760.0,0.010178117048346057,0.152,0.12,0.3783132530120482,0.1,0.010101010101010102,0.03535353535353535,0.064
E5R,0.92,0.0,0.04,0.04,6.7,0.09166666666666666,0.5,0.25,0.25,120264.0,1446.0,800.0,625.0,48.2,2.3,0.9159663865546218,0.08403361344537816,0.0,0.16899999999999998,56448.0,0.012658227848101266,0.19,0.155,0.44396551724137934,0.0896551724137931,0.016666666666666666,0.041666666666666664,0.13
E5S,0.9617834394904459,0.0,0.006369426751592357,0.03184713375796178,6.9,0.0880503144654088,0.4873417721518987,0.35443037974683544,0.15822784810126583,160222.0,1774.0,1030.0,786.0,51.4,2.3,0.9559748427672956,0.0440251572327044,0.0,0.11900000000000001,67328.0,0.016835016835016835,0.14300000000000002,0.141,0.40186915887850466,0.16666666666666666,0.0,0.018867924528301886,0.06
E5T,0.8979591836734694,0.0,0.044897959183673466,0.05714285714285714,6.8,0.07916666666666666,0.6125,0.24166666666666667,0.14583333333333334,140876.0,3035.0,1925.0,1224.0,46.4,2.5,0.8713692946058091,0.12863070539419086,0.0,0.17800000000000002,59341.0,0.012552301255230125,0.17300000000000001,0.09,0.4346938775510204,0.09803921568627451,0.008333333333333333,0.02510460251046025,0.079
E5V,0.9130434782608695,0.0,0.057971014492753624,0.028985507246376812,6.7,0.1044776119402985,0.7058823529411765,0.22058823529411764,0.07352941176470588,100276.0,797.0,467.0,347.0,48.4,2.1,0.7313432835820896,0.26865671641791045,0.0,0.16699999999999998,56736.0,0.03968253968253968,0.17600000000000002,0.049,0.325,0.1,0.0,0.029411764705882353,0.122
E6A,0.9439252336448598,0.0,0.04672897196261682,0.009345794392523364,6.3,0.16822429906542055,0.5648148148148148,0.37037037037037035,0.06481481481481481,80168.0,1254.0,680.0,534.0,52.4,2.3,0.8584905660377359,0.14150943396226415,0.0,0.265,47488.0,0.0,0.32299999999999995,0.262,0.5046296296296297,0.07692307692307693,0.0,0.018867924528301886,0.11
E6B,0.9453125,0.0,0.015625,0.0390625,6.9,0.15079365079365079,0.648,0.28,0.072,100158.0,1590.0,816.0,647.0,49.6,2.4,0.8968253968253969,0.10317460317460317,0.0,0.23199999999999998,53824.0,0.004048582995951417,0.225,0.165,0.46124031007751937,0.10062893081761007,0.016,0.04,0.071
E6C,0.8771929824561403,0.0,0.005847953216374269,0.11695906432748537,6.7,0.12280701754385964,0.4502923976608187,0.38011695906432746,0.1695906432748538,134412.0,2044.0,923.0,860.0,45.3,2.4,0.9590643274853801,0.04093567251461988,0.0,0.18899999999999997,62080.0,0.0030581039755351682,0.16899999999999998,0.12300000000000001,0.36151603498542273,0.1638655462184874,0.0,0.011695906432748537,0.099
E6E,0.912,0.0,0.04,0.048,6.6,0.09482758620689655,0.591304347826087,0.2782608695652174,0.13043478260869565,85425.0,1512.0,762.0,621.0,45.4,2.4,0.896551724137931,0.10344827586206896,0.0,0.223,53376.0,0.008583690987124463,0.222,0.20800000000000002,0.44206008583690987,0.08609271523178808,0.0,0.034482758620689655,0.098
E6G,0.8648648648648649,0.0,0.07657657657657657,0.05855855855855856,6.9,0.09375,0.6547085201793722,0.2556053811659193,0.08968609865470852,124939.0,2519.0,1393.0,1115.0,49.6,2.2,0.8622222222222222,0.13777777777777778,0.0,0.191,58016.0,0.007481296758104738,0.19,0.175,0.4269406392694064,0.13043478260869565,0.008888888888888889,0.026785714285714284,0.042
E6H,0.9411764705882353,0.0,0.0196078431372549,0.0392156862745098,6.8,0.058823529411764705,0.6699029126213593,0.22330097087378642,0.10679611650485436,99849.0,1210.0,971.0,509.0,49.8,2.4,0.8921568627450981,0.10784313725490197,0.0,0.19899999999999998,56704.0,0.005235602094240838,0.205,0.127,0.45588235294117646,0.15503875968992248,0.0,0.0196078431372549,0.09
E6J,0.9532710280373832,0.0,0.037383177570093455,0.009345794392523364,6.6,0.17475728155339806,0.8207547169811321,0.12264150943396226,0.05660377358490566,64914.0,1185.0,664.0,537.0,52.7,2.1,0.883495145631068,0.11650485436893204,0.0,0.23,48448.0,0.005376344086021506,0.23,0.035,0.5425531914893617,0.04504504504504504,0.0,0.0,0.065
E6K,0.9254658385093167,0.0,0.024844720496894408,0.049689440993788817,7.0,0.12,0.556923076923077,0.28923076923076924,0.15384615384615385,149610.0,3787.0,2331.0,1613.0,49.9,2.3,0.9015384615384615,0.09846153846153846,0.0,0.163,62899.0,0.01461038961038961,0.16899999999999998,0.10800000000000001,0.40923566878980894,0.15217391304347827,0.0,0.012307692307692308,0.087
E6L,0.9023746701846965,0.0,0.036939313984168866,0.06068601583113457,7.1,0.09788359788359788,0.5396825396825397,0.2566137566137566,0.2037037037037037,179217.0,4660.0,2066.0,1896.0,45.6,2.5,0.9126984126984127,0.0873015873015873,0.0,0.158,64085.0,0.012195121951219513,0.156,0.111,0.3533246414602347,0.201171875,0.0,0.010582010582010581,0.105
E7A,0.7993920972644377,0.00303951367781155,0.182370820668693,0.015197568389057751,6.2,0.07598784194528875,0.6880733944954128,0.22629969418960244,0.0856269113149847,90094.0,3707.0,2024.0,1647.0,51.6,2.2,0.7720364741641338,0.22796352583586627,0.0,0.16399999999999998,52416.0,0.0065252854812398045,0.193,0.08199999999999999,0.40570522979397783,0.09245742092457421,0.0060790273556231,0.015197568389057751,0.08800000000000001
E7B,0.824847250509165,0.0,0.09775967413441955,0.07739307535641547,6.3,0.07770961145194274,0.5061475409836066,0.3709016393442623,0.12295081967213115,129586.0,5701.0,2587.0,2453.0,47.9,2.3,0.8568507157464212,0.14314928425357873,0.0,0.142,60117.0,0.007423117709437964,0.177,0.09300000000000001,0.3584905660377358,0.1674491392801252,0.0,0.006122448979591836,0.11800000000000001
E7C,0.8145695364238411,0.0,0.17218543046357615,0.013245033112582781,6.1,0.082039911308204,0.5964523281596452,0.29046563192904656,0.1130820399113082,120015.0,5229.0,2386.0,2267.0,50.4,2.2,0.8141592920353983,0.1747787610619469,0.011061946902654867,0.17300000000000001,54080.0,0.0047562425683709865,0.193,0.08900000000000001,0.3832752613240418,0.1362862010221465,0.0,0.01327433628318584,0.11599999999999999
